week,ACCESS1.0,CanESM2,CCSM4,CNRM.CM5,CSIRO.Mk3.6.0,GFDL.ESM2G,inmcm4,MIROC5,MPI.ESM.LR,MRI-CGCM3,HadGEM2.CC,HadGEM2-ES,month,stweek,endweek,year,holiday,season,decade,cdd1,cdd2,cdd3,cdd4,cdd5,cdd6,cdd7,cdd8,cdd9,cdd10,cdd11,cdd12
2930,60.72493386,75.82493353,31.5499326,98.42493534,49.34993386,111.1999335,110.9749365,65.97493482,25.22493339,42.49993324,68.27493501,99.89993429,2,2/19/2066,2/25/2066,2066,0,Rainy,2060s,17,17,17,17,17,17,17,17,17,17,17,17
2931,51.04996681,63.67496777,19.349967,38.6249671,61.69996643,57.54996777,74.34996605,68.84996605,27.77496672,45.57496738,53.59996748,66.49996662,3,2/26/2066,3/4/2066,2066,0,Rainy,2060s,16,16,16,16,16,16,16,16,16,16,16,16
2932,36.17497826,45.07497787,13.69997787,27.37497807,43.69997787,40.77497864,52.64997864,48.77497864,19.67497826,32.29997826,37.9749794,47.12497902,3,3/5/2066,3/11/2066,2066,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
2933,25.22496784,31.42496657,9.524966717,19.07496715,30.4499675,28.39996707,36.72496748,33.99996781,13.72496623,22.49996626,26.47496712,32.82496738,3,3/12/2066,3/18/2066,2066,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2934,4.474988937,5.574988842,1.699988842,3.374988794,5.399989128,5.049988747,6.524989128,6.024989128,2.424988747,3.999988794,4.699988842,5.824988842,3,3/19/2066,3/25/2066,2066,0,Rainy,2060s,26,26,26,26,26,26,26,26,26,26,26,26
2935,65.24993408,81.37493277,24.72493368,49.37493312,78.89993548,73.57493305,95.04993534,87.99993205,35.49993443,58.27493453,68.54993391,84.97493458,4,3/26/2066,4/1/2066,2066,0,Dry,2060s,26,26,26,26,26,26,26,26,26,26,26,26
2936,22.87494475,17.94994426,15.92494458,10.34994423,6.649944201,29.24994409,20.09994441,14.69994414,10.84994423,10.04994428,13.52494442,18.02494454,4,4/2/2066,4/8/2066,2066,0,Dry,2060s,25,25,25,25,25,25,25,25,25,25,25,25
2937,34.77494562,27.27494454,24.19994402,15.72494429,10.12494418,44.44994521,30.52494442,22.34994483,16.49994469,15.2999441,20.57494432,27.37494445,4,4/9/2066,4/15/2066,2066,1,Dry,2060s,26,26,26,26,26,26,26,26,26,26,26,26
2938,47.64993268,37.39993221,33.17493355,21.49993297,13.87493317,60.97493488,41.82493317,30.6749332,22.59993291,20.99993333,28.17493409,37.59993249,4,4/16/2066,4/22/2066,2066,0,Dry,2060s,26,26,26,26,26,26,26,26,26,26,26,26
2939,134.6249444,105.4999428,93.64994478,60.77494538,39.17494428,172.1499438,118.0999453,86.49994636,63.89994502,59.24994493,79.47494447,106.099946,4,4/23/2066,4/29/2066,2066,0,Dry,2060s,27,27,27,27,28,27,27,27,27,27,27,27
2940,41.64994526,43.47494531,29.89994431,42.19994432,27.8249442,55.8999455,23.27494383,10.79994452,32.6749441,16.74994433,18.14994431,26.92494428,5,4/30/2066,5/6/2066,2066,0,Dry,2060s,25,25,25,25,26,25,25,25,25,25,25,25
2941,81.94994426,86.27494264,58.92494416,84.59994745,55.79994607,110.1999435,44.92494464,20.14994431,65.17494559,32.89994466,35.3249445,52.6499455,5,5/7/2066,5/13/2066,2066,0,Dry,2060s,22,22,22,22,23,22,22,22,22,22,22,22
2942,0,0,0,0,0,0,0,0,0,0,0,0,5,5/14/2066,5/20/2066,2066,0,Dry,2060s,22,22,22,22,23,22,22,22,22,22,22,22
2943,21.82495475,22.92495513,15.67495507,22.49995637,14.8499552,29.29995608,11.94995528,5.34995535,17.32495511,8.749955505,9.374955446,13.99995542,5,5/21/2066,5/27/2066,2066,1,Dry,2060s,22,22,22,22,23,22,22,22,22,22,22,22
2944,57.67496669,60.69996977,41.44996786,59.49996638,39.24996686,77.52496529,31.57496673,14.17496729,45.82496631,23.14996749,24.82496655,36.99996674,6,5/28/2066,6/3/2066,2066,0,Dry,2060s,24,24,24,24,25,24,24,24,24,24,24,24
2945,17.59998894,7.824988842,13.24998856,23.44998932,8.724988937,36.17498779,18.47498894,15.49998951,14.09998894,7.824988842,17.39998817,16.19998932,6,6/4/2066,6/10/2066,2066,0,Dry,2060s,27,27,27,27,28,27,27,27,27,27,27,27
2946,46.9249444,20.87494421,35.27494431,62.49994516,23.24994421,96.49994469,49.22494602,41.3249445,37.62494373,20.87494421,46.37494564,43.22494507,6,6/11/2066,6/17/2066,2066,0,Dry,2060s,29,29,29,29,30,29,29,29,29,29,29,29
2947,18.42497849,8.174977541,13.87497783,24.5499773,9.149977684,37.92497778,19.34997773,16.24997735,14.77497816,8.174977541,18.22497821,16.99997783,6,6/18/2066,6/24/2066,2066,0,Dry,2060s,32,32,32,32,32,32,32,32,32,32,32,32
2948,38.62494332,17.54994386,29.72494495,51.17494476,19.19994414,79.2749446,40.07494429,34.52494419,32.12494493,17.8249439,37.94994545,36.4249438,7,6/25/2066,7/1/2066,2066,1,Dry,2060s,33,33,33,33,33,33,33,33,33,33,33,33
2949,13.22495569,15.57495564,26.09995544,11.42495535,7.974955261,23.77495536,3.074955363,22.99995536,38.52495581,21.82495588,7.774955451,31.59995562,7,7/2/2066,7/8/2066,2066,0,Dry,2060s,32,32,32,33,33,32,34,32,32,32,33,32
2950,2.77498889,3.27498889,5.499989033,2.39998889,1.674988866,4.999989033,0.64998883,4.849988937,8.124988556,4.599988937,1.624988794,6.649989128,7,7/9/2066,7/15/2066,2066,0,Dry,2060s,35,35,35,36,36,35,37,35,35,35,36,35
2951,5.324988842,6.249989033,10.47498894,4.599988937,3.199988842,9.549988747,1.249988794,9.249988556,15.47498894,8.749988556,3.124988794,12.69998932,7,7/16/2066,7/22/2066,2066,0,Dry,2060s,35,35,35,36,36,35,37,35,35,35,36,35
2952,10.42496657,12.27496672,20.49996662,8.974966526,6.249966502,18.67496634,2.424966455,18.09996748,30.29996777,17.14996696,6.124966621,24.82496738,7,7/23/2066,7/29/2066,2066,0,Dry,2060s,37,37,37,38,38,37,39,37,37,37,38,37
2953,6.349944204,12.12494433,1.549944155,6.699944198,17.12494445,26.67494392,3.599944144,5.149944186,27.87494421,8.224944174,10.77494419,8.174944341,8,7/30/2066,8/5/2066,2066,0,Dry,2060s,38,38,38,39,39,38,40,38,38,38,39,38
2954,0.049988825,0.124988824,0.024988825,0.074988827,0.14998883,0.249988824,0.024988825,0.049988825,0.27498883,0.074988827,0.099988826,0.074988827,8,8/6/2066,8/12/2066,2066,0,Dry,2060s,36,36,38,37,37,35,38,36,35,36,37,36
2955,0,0,0,0,0,0,0,0,0,0,0,0,8,8/13/2066,8/19/2066,2066,0,Dry,2060s,39,39,41,40,40,38,41,39,38,39,40,39
2956,8.874955535,16.89995557,2.199955389,9.34995538,23.87495506,37.19995618,4.97495532,7.199955434,38.87495589,11.44995528,15.04995579,11.39995509,8,8/20/2066,8/26/2066,2066,0,Dry,2060s,39,39,42,40,40,38,41,39,38,39,40,39
2957,11.79994401,17.27494439,6.624944188,13.84994398,14.39994407,14.32494384,14.34994403,6.199944273,20.14994478,9.849944338,20.12494385,7.574944302,9,8/27/2066,9/2/2066,2066,0,Dry,2060s,41,40,45,42,41,39,43,42,39,40,41,40
2958,4.074977756,5.499977946,2.649977565,4.924977601,3.374977708,1.67497763,5.699977636,1.824977636,4.024977803,2.899977624,6.999977827,1.92497766,9,9/3/2066,9/9/2066,2066,1,Dry,2060s,42,41,46,42,41,40,43,43,40,41,41,41
2959,58.04995567,78.07495719,37.44995582,70.02495641,47.69995677,23.62495527,80.87495685,25.84995508,56.87495792,41.17495507,99.24995685,27.07495582,9,9/10/2066,9/16/2066,2066,0,Dry,2060s,41,40,45,41,40,39,42,42,39,40,40,40
2960,35.9249444,48.32494402,23.19994473,43.34994471,29.54994386,14.59994471,50.02494502,15.99994469,35.22494531,25.5249452,61.44994485,16.72494426,9,9/17/2066,9/23/2066,2066,0,Dry,2060s,38,37,42,38,37,36,39,39,36,37,37,37
2961,72.14995533,97.12495399,46.62495735,87.07495248,59.34995586,29.34995672,100.5749594,32.19995522,70.72495633,51.22495681,123.4499561,33.64995587,9,9/24/2066,9/30/2066,2066,0,Dry,2060s,36,35,40,36,35,34,37,37,34,35,35,35
2962,9.774989128,1.674988866,12.74998856,20.77499008,13.29998875,14.74998951,4.624989033,15.89998913,28.14999008,17.6749897,4.099988937,8.899989128,10,10/1/2066,10/7/2066,2066,0,Rainy,2060s,37,36,39,37,36,36,38,38,36,36,36,36
2963,61.29993331,10.44993296,80.02493262,130.3249347,83.47493315,92.57493448,28.8999337,99.67493534,176.5999331,110.8749385,25.64993382,55.84993434,10,10/8/2066,10/14/2066,2066,1,Rainy,2060s,36,35,38,36,35,35,37,37,35,35,35,35
2964,69.89992189,11.89992163,91.17492294,148.574923,95.17492414,105.5249224,32.94992232,113.6249223,201.2999277,126.3499203,29.24992156,63.64992142,10,10/15/2066,10/21/2066,2066,0,Rainy,2060s,30,29,32,30,29,29,31,31,29,29,29,29
2965,90.82493377,15.47493333,118.4999347,193.0749373,123.674933,137.1249366,42.87493312,147.6749353,261.5749397,164.1999335,37.99993372,82.72493601,10,10/22/2066,10/28/2066,2066,0,Rainy,2060s,26,25,27,26,25,25,27,27,25,25,25,25
2966,119.0499454,48.34994614,69.97494411,132.4249458,134.1999469,108.1249454,35.09994423,142.9499457,168.7749429,169.9999468,69.47494608,101.7999456,11,10/29/2066,11/4/2066,2066,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2967,44.77496719,22.82496667,12.1499666,29.79996705,45.84996796,28.74996734,9.699966908,45.37496758,34.57496643,56.42496777,29.37496686,37.17496681,11,11/5/2066,11/11/2066,2066,1,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
2968,152.6999435,77.84994674,41.42494416,101.5999458,156.3499422,98.09994292,33.07494545,154.7749424,117.9749458,192.4749465,100.1749458,126.7999489,11,11/12/2066,11/18/2066,2066,0,Rainy,2060s,21,21,21,21,21,21,21,21,21,21,21,21
2969,34.2499671,17.44996691,9.274966478,22.77496672,35.07496786,22.02496719,7.449966669,34.69996691,26.44996738,43.19996738,22.4999671,28.44996643,11,11/19/2066,11/25/2066,2066,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2970,277.89993,150.8999224,112.0999217,272.799922,329.674921,247.2499294,73.82492232,315.0249205,200.4249206,328.0999298,219.9499254,256.0249243,12,11/26/2066,12/2/2066,2066,0,Rainy,2060s,21,21,21,21,21,21,21,21,21,21,21,21
2971,189.8749332,124.4749374,162.6249352,392.4749403,330.9749308,329.9999313,82.37493348,293.3999319,103.1999357,171.9249372,238.3499403,233.9249363,12,12/3/2066,12/9/2066,2066,0,Rainy,2060s,17,17,17,17,17,17,17,17,17,17,17,17
2972,0,0,0,0,0,0,0,0,0,0,0,0,12,12/10/2066,12/16/2066,2066,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
2973,26.44993305,17.34993315,22.67493343,54.64993405,46.09993362,45.94993401,11.47493303,40.84993339,14.34993297,23.94993305,33.1749332,32.57493341,12,12/17/2066,12/23/2066,2066,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2974,15.54995537,10.19995546,13.32495522,32.14995575,27.09995651,26.99995518,6.724955201,24.02495575,8.449955225,14.09995532,19.52495551,19.17495537,12,12/24/2066,12/30/2066,2066,1,Rainy,2060s,25,25,25,25,25,25,25,25,25,25,25,25
2975,135.7499352,48.72493362,135.4749336,100.0499325,122.2749348,108.4749355,108.4249339,112.699935,169.949935,95.8749361,133.0999336,120.9749346,12,12/31/2066,1/6/2067,2066,1,Rainy,2060s,24,24,24,24,24,24,24,24,24,24,24,24
2976,74.29993296,23.44993365,75.64993382,40.4249332,57.84993505,49.22493267,63.27493286,53.97493362,100.6499338,50.32493401,69.89993382,62.54993296,1,1/7/2067,1/13/2067,2067,0,Rainy,2060s,23,23,23,23,23,23,23,23,23,23,23,23
2977,11.84996629,3.774966598,12.07496631,6.449966788,9.2499668,7.874966562,10.12496638,8.624966383,16.07496691,8.049966574,11.17496669,9.974966526,1,1/14/2067,1/20/2067,2067,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2978,180.7499251,57.02492225,184.0999231,98.37492275,140.7249227,119.7999241,153.9999275,131.3249226,244.8749266,122.4499211,170.0499225,152.1749268,1,1/21/2067,1/27/2067,2067,0,Rainy,2060s,21,21,21,21,21,21,21,21,21,21,21,21
2979,93.94993401,65.87493491,76.3749342,58.47493434,81.04993463,85.29993224,71.39993167,77.34993362,124.6749368,62.64993382,72.3249352,90.34993458,2,1/28/2067,2/3/2067,2067,0,Rainy,2060s,19,19,19,19,19,19,19,19,19,19,19,19
2980,31.54996634,40.89996767,15.57496667,23.42496586,31.29996705,40.57496834,19.44996667,30.64996672,40.4999671,20.49996734,15.92496657,36.12496662,2,2/4/2067,2/10/2067,2067,0,Rainy,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2981,111.1999331,144.1749334,54.92493343,82.62493396,110.3749356,142.9749355,68.5999341,108.0499349,142.6999354,72.27493453,56.04993415,127.3999362,2,2/11/2067,2/17/2067,2067,0,Rainy,2060s,19,19,19,19,19,19,19,19,19,19,19,19
2982,75.39994478,97.72494698,37.22494435,55.9999454,74.79994535,96.87494421,46.52494574,73.24994516,96.77494764,48.9999454,37.99994397,86.34994411,2,2/18/2067,2/24/2067,2067,0,Rainy,2060s,17,17,17,17,17,17,17,17,17,17,17,17
2983,28.22497749,36.59997749,13.94997776,20.97497702,28.02497816,36.29997969,17.39997816,27.44997859,36.24997663,18.34997857,14.22497773,32.32497859,3,2/25/2067,3/3/2067,2067,0,Rainy,2060s,17,17,17,17,17,17,17,17,17,17,17,17
2984,165.8249559,161.9999571,107.9749546,135.5999575,96.74995947,105.7749543,169.1249609,207.4999628,131.9999599,55.09995532,128.124959,220.0749569,3,3/4/2067,3/10/2067,2067,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
2985,33.54996681,32.77496719,21.849967,27.42496681,19.59996653,21.42496681,34.19996738,41.97496605,26.69996691,11.12496638,25.92496634,44.49996662,3,3/11/2067,3/17/2067,2067,0,Rainy,2060s,23,23,23,23,23,23,23,23,23,23,23,23
2986,3.449988842,3.374988794,2.249988794,2.824988842,2.02498889,2.199988842,3.52498889,4.324988842,2.749988794,1.14998889,2.674988747,4.574988842,3,3/18/2067,3/24/2067,2067,0,Rainy,2060s,25,25,25,25,25,25,25,25,25,25,25,25
2987,29.54996681,28.849967,19.24996662,24.14996719,17.24996662,18.849967,30.14996719,36.97496796,23.52496719,9.824966908,22.82496691,39.19996738,3,3/25/2067,3/31/2067,2067,0,Rainy,2060s,30,30,30,30,30,30,30,30,30,30,30,30
2988,17.99997807,39.7999773,17.67497802,9.674978137,26.7499783,28.12497854,16.99997759,25.8249774,21.89997697,25.47497821,24.79997778,30.62497735,4,4/1/2067,4/7/2067,2067,1,Dry,2060s,32,32,32,32,32,32,32,32,32,32,32,32
2989,18.49997807,40.87497902,18.12497807,9.924978018,27.47497749,28.92497826,17.4499774,26.52497864,22.49997854,26.19997835,25.47497845,31.44997787,4,4/8/2067,4/14/2067,2067,0,Dry,2060s,35,35,35,35,35,35,35,35,35,35,35,35
2990,35.19996655,77.724967,34.49996734,18.92496657,52.29996598,54.99996543,33.19996631,50.47496593,42.79996538,49.79996824,48.44996715,59.82496786,4,4/15/2067,4/21/2067,2067,0,Dry,2060s,37,37,37,37,37,37,37,37,37,37,37,37
2991,42.24992228,93.37492371,41.44992256,22.72492218,62.74992299,65.99992323,39.82492185,60.59992218,51.37492275,59.77492213,58.17492199,71.8249228,4,4/22/2067,4/28/2067,2067,0,Dry,2060s,36,36,36,36,36,36,36,36,36,36,36,36
2992,36.62492281,71.22492182,40.77492243,36.84992242,66.174923,63.17492253,43.02492249,54.74992359,45.37492269,54.52492297,60.99992323,100.6749235,5,4/29/2067,5/5/2067,2067,0,Dry,2060s,35,35,35,35,35,35,35,35,35,35,35,35
2993,19.29993308,30.79993343,24.74993324,31.17493343,42.82493329,37.29993391,28.44993329,30.32493424,24.42493367,30.5249331,39.32493377,79.29993391,5,5/6/2067,5/12/2067,2067,0,Dry,2060s,30,30,30,30,30,30,30,30,30,30,30,30
2994,25.64993334,40.89993304,32.89993253,41.42493337,56.92493278,49.57493335,37.79993355,40.32493371,32.44993332,40.59993285,52.27493227,105.3999351,5,5/13/2067,5/19/2067,2067,0,Dry,2060s,27,27,27,27,27,27,27,27,27,27,27,27
2995,16.32493329,26.09993333,20.97493312,26.39993382,36.24993432,31.62493336,24.12493381,25.69993323,20.67493317,25.8749333,33.27493352,67.19993353,5,5/20/2067,5/26/2067,2067,1,Dry,2060s,23,23,23,23,23,23,23,23,23,23,23,23
2996,1.124977648,1.774977684,1.42497766,1.79997766,2.474977672,2.149977744,1.649977624,1.749977708,1.42497766,1.749977708,2.274977684,4.574977756,6,5/27/2067,6/2/2067,2067,0,Dry,2060s,20,20,20,20,20,20,20,20,20,20,20,20
2997,0.64998883,6.199988842,2.299988747,4.999989033,2.14998889,0.749988854,4.374989033,2.624988794,4.249989033,3.999988794,3.77498889,2.474988937,6,6/3/2067,6/9/2067,2067,0,Dry,2060s,21,21,21,21,21,21,21,21,21,21,21,21
2998,10.42496639,98.34996843,36.64996672,79.44996691,34.29996729,11.97496682,69.57496881,41.84996605,67.47496796,63.32496548,60.07496691,39.37496853,6,6/10/2067,6/16/2067,2067,0,Dry,2060s,22,22,22,22,22,22,22,22,22,22,22,22
2999,5.92494411,55.89994466,20.84994483,45.17494422,19.49994442,6.774944194,39.54994404,23.77494371,38.34994459,35.99994451,34.17494434,22.37494445,6,6/17/2067,6/23/2067,2067,0,Dry,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3000,3.474966466,32.724967,12.17496657,26.44996691,11.39996648,3.974966645,23.12496662,13.92496681,22.44996643,21.07496691,19.974967,13.07496667,6,6/24/2067,6/30/2067,2067,0,Dry,2060s,25,24,24,24,24,25,24,24,24,24,24,24
3001,0,0,0,0,0,0,0,0,0,0,0,0,7,7/1/2067,7/7/2067,2067,1,Dry,2060s,30,29,29,29,29,30,29,29,29,29,29,29
3002,9.674977779,28.32497883,4.79997766,44.32497978,5.224977493,11.59997749,15.79997802,52.92498016,14.07497811,28.24997807,24.17497778,89.34998131,7,7/8/2067,7/14/2067,2067,0,Dry,2060s,35,34,34,34,34,35,34,34,34,34,34,34
3003,0,0,0,0,0,0,0,0,0,0,0,0,7,7/15/2067,7/21/2067,2067,0,Dry,2060s,41,40,40,40,40,41,40,40,40,40,40,40
3004,10.39998913,30.44998932,5.149989128,47.62498856,5.624989033,12.47498894,16.97498894,56.87498856,15.09998894,30.32498932,25.94998932,95.97499084,7,7/22/2067,7/28/2067,2067,0,Dry,2060s,45,44,44,44,44,45,44,44,44,44,44,44
3005,0,0,0,0,0,0,0,0,0,0,0,0,8,7/29/2067,8/4/2067,2067,0,Dry,2060s,46,45,45,45,45,46,45,45,45,45,45,45
3006,0,0,0,0,0,0,0,0,0,0,0,0,8,8/5/2067,8/11/2067,2067,0,Dry,2060s,47,46,46,46,46,47,46,46,46,46,46,46
3007,38.12495589,25.29995537,34.07495475,22.69995546,6.424955368,22.74995613,12.09995544,7.949955344,5.549955159,32.92495608,15.64995575,11.12495542,8,8/12/2067,8/18/2067,2067,0,Dry,2060s,49,48,48,48,48,49,48,48,48,48,48,48
3008,26.99996758,17.89996648,24.09996748,16.07496643,4.499966562,16.099967,8.549966693,5.624966443,3.924966633,23.27496743,11.07496655,7.874966621,8,8/19/2067,8/25/2067,2067,0,Dry,2060s,49,48,48,48,48,49,48,48,48,48,48,48
3009,8.324989319,5.524989128,7.449988842,4.949988842,1.39998889,4.974988937,2.64998889,1.724988818,1.224988818,7.199988842,3.424988985,2.424988747,9,8/26/2067,9/1/2067,2067,0,Dry,2060s,50,50,50,50,50,50,50,50,50,50,50,50
3010,0,0,0,0,0,0,0,0,0,0,0,0,9,9/2/2067,9/8/2067,2067,1,Dry,2060s,50,50,50,50,50,50,50,50,50,50,50,50
3011,39.89994431,1.699944142,81.97494519,2.449944187,59.77494454,19.52494431,30.32494462,19.52494431,98.79994345,50.97494459,45.84994459,69.97494483,9,9/9/2067,9/15/2067,2067,0,Dry,2060s,51,51,51,51,51,51,51,51,51,51,51,51
3012,74.87495697,3.124955267,153.6999576,4.599955268,112.124958,36.62495577,56.79995453,36.62495577,185.2749572,95.59995508,85.92495573,131.2999561,9,9/16/2067,9/22/2067,2067,0,Dry,2060s,46,47,46,47,46,46,46,46,46,46,46,46
3013,0,0,0,0,0,0,0,0,0,0,0,0,9,9/23/2067,9/29/2067,2067,0,Dry,2060s,43,46,43,45,43,43,43,43,43,43,43,43
3014,0,0,0,0,0,0,0,0,0,0,0,0,10,9/30/2067,10/6/2067,2067,0,Rainy,2060s,43,46,43,45,43,43,43,43,43,43,43,43
3015,42.77496862,58.24996567,34.77496696,25.1249665,67.54996777,17.9999665,15.79996657,49.77496791,70.59996557,40.47496557,13.84996665,43.97496843,10,10/7/2067,10/13/2067,2067,1,Rainy,2060s,43,46,43,45,43,43,43,43,43,43,43,43
3016,148.9999325,202.7749369,120.9999352,87.52493238,235.2499337,62.64993411,55.04993331,173.3499355,245.8749313,140.8749372,48.14993253,153.1249368,10,10/14/2067,10/20/2067,2067,0,Rainy,2060s,41,44,41,43,41,41,41,41,41,41,41,41
3017,181.4999342,246.9999366,147.4249394,106.5499337,286.5499356,76.37493122,67.04993498,211.124934,299.3999305,171.5499296,58.6249342,186.5249338,10,10/21/2067,10/27/2067,2067,0,Rainy,2060s,40,43,40,42,40,40,40,40,40,40,40,40
3018,137.7499228,221.5499239,207.6249294,135.3749261,241.4999237,159.7999244,88.5749228,247.8249254,265.5499229,193.3749256,106.3999233,213.6499224,11,10/28/2067,11/3/2067,2067,0,Rainy,2060s,35,38,35,37,35,35,35,35,35,35,35,35
3019,84.37496758,176.5999699,242.1999702,148.3499651,176.7249737,220.274971,99.59996605,256.9499722,208.599968,194.324976,139.5749683,217.3999672,11,11/4/2067,11/10/2067,2067,0,Rainy,2060s,29,32,29,31,29,29,29,29,29,29,29,29
3020,16.14996696,33.79996729,46.37496662,28.39996719,33.849967,42.14996672,19.04996729,49.17496729,39.92496681,37.19996643,26.69996786,41.62496758,11,11/11/2067,11/17/2067,2067,1,Rainy,2060s,31,33,31,32,31,31,31,31,31,31,31,31
3021,5.324966431,11.09996629,15.24996638,9.324966788,11.12496638,13.87496686,6.274966478,16.14996648,13.12496686,12.224967,8.774966478,13.69996691,11,11/18/2067,11/24/2067,2067,0,Rainy,2060s,32,32,32,32,32,32,32,32,32,32,32,32
3022,46.64995527,87.82495689,117.6749563,80.1499567,88.72495556,105.5999556,53.89995575,123.3749571,103.0499554,91.27495527,68.64995575,105.0999556,12,11/25/2067,12/1/2067,2067,0,Rainy,2060s,29,29,29,29,29,29,29,29,29,29,29,29
3023,103.6499352,103.074935,109.199935,160.2249327,112.7749357,82.77493548,108.6249356,99.04993343,113.6749334,51.42493391,72.54993534,91.57493377,12,12/2/2067,12/8/2067,2067,0,Rainy,2060s,25,25,25,25,25,25,25,25,25,25,25,25
3024,70.84994435,70.52494514,74.67494571,109.5999458,77.12494683,56.64994454,74.29994678,67.6999433,77.74994659,35.17494524,49.62494481,62.64994359,12,12/9/2067,12/15/2067,2067,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3025,132.8499317,132.0999341,139.874934,205.3499422,144.499934,106.0999327,139.1749346,126.8999333,145.6999333,65.89993358,92.97493362,117.349936,12,12/16/2067,12/22/2067,2067,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3026,44.67493415,44.4249332,47.04993343,69.09993315,48.57493281,35.67493415,46.79993367,42.69993258,48.99993372,22.1749332,31.24993348,39.49993348,12,12/23/2067,12/29/2067,2067,1,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3027,108.2249341,97.17493439,123.4499364,125.1499352,185.999939,117.5249367,158.1249361,172.2749324,80.64993429,145.6999331,150.4999361,236.9499402,12,12/30/2067,1/5/2068,2067,1,Rainy,2060s,21,21,21,21,21,21,21,21,21,21,21,21
3028,79.44993234,68.42493558,93.02493215,80.57493544,154.5499384,94.47493553,127.8749361,144.6749351,49.04993439,131.299937,130.2749305,211.3999343,1,1/6/2068,1/12/2068,2068,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3029,11.29994416,9.749944389,13.24994433,11.47494465,21.99994421,13.44994438,18.22494459,20.62494493,6.999943972,18.72494447,18.54994452,30.09994507,1,1/13/2068,1/19/2068,2068,0,Rainy,2060s,15,15,15,15,15,15,15,15,15,15,15,15
3030,58.89994621,50.77494526,68.97494388,59.74994493,114.6249433,70.04994655,94.82494664,107.2499485,36.34994471,97.39994645,96.62494707,156.7999482,1,1/20/2068,1/26/2068,2068,0,Rainy,2060s,13,13,13,13,13,13,13,13,13,13,13,13
3031,17.1999557,14.82495522,20.14995611,17.42495549,33.47495556,20.4499557,27.69995546,31.32495618,10.6249553,28.4499557,28.19995594,45.79995632,2,1/27/2068,2/2/2068,2068,0,Rainy,2060s,13,13,13,13,13,13,13,13,13,13,13,13
3032,32.54994446,24.8749449,51.57494587,38.59994447,36.27494371,35.29994449,20.77494428,26.49994498,26.39994466,18.72494449,82.27494603,23.79994479,2,2/3/2068,2/9/2068,2068,0,Rainy,2060s,15,15,15,15,15,15,15,15,15,15,15,15
3033,50.52493334,38.59993362,80.02493405,59.87493467,56.32493401,54.77493429,32.1749332,41.1499331,40.97493339,29.0499332,127.5999336,36.89993382,2,2/10/2068,2/16/2068,2068,0,Rainy,2060s,14,14,14,14,14,14,14,14,14,14,14,14
3034,89.27492273,68.19992363,141.4249258,105.7999263,99.49992287,96.87492192,56.92492092,72.72492182,72.3999207,51.37492335,225.5749302,65.22492349,2,2/17/2068,2/23/2068,2068,0,Rainy,2060s,13,13,13,13,13,13,13,13,13,13,13,13
3035,40.14993274,29.42493331,50.17493379,46.79993284,42.22493368,41.92493361,31.52493337,29.72493342,31.74993399,21.8999337,86.77493548,27.89993334,3,2/24/2068,3/1/2068,2068,0,Rainy,2060s,13,13,13,13,13,13,13,13,13,13,13,13
3036,55.42496729,34.77496648,7.399966836,60.92496872,46.54996657,50.27496862,70.92496777,27.17496753,40.04996705,24.69996691,52.19996786,31.92496634,3,3/2/2068,3/8/2068,2068,0,Rainy,2060s,15,15,15,15,15,15,15,15,15,15,15,15
3037,87.77497864,55.09997749,11.69997787,96.52497864,73.7249794,79.59997749,112.3499756,43.04997826,63.4749794,39.12497807,82.69998169,50.59997749,3,3/9/2068,3/15/2068,2068,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3038,137.8499451,86.52494621,18.37494469,151.599946,115.7999449,125.0249486,176.3999462,67.57494497,99.64994431,61.47494578,129.8749456,79.44994688,3,3/16/2068,3/22/2068,2068,0,Rainy,2060s,20,20,20,20,20,20,20,20,20,20,20,20
3039,3.02498889,1.89998889,0.39998883,3.324988842,2.549988747,2.749988794,3.874988794,1.474988818,2.199988842,1.349988818,2.849988937,1.749988794,3,3/23/2068,3/29/2068,2068,0,Rainy,2060s,24,24,24,24,24,24,24,24,24,24,24,24
3040,64.87498093,40.72497749,8.649977922,71.37497711,54.52497864,58.84997749,83.04997635,31.82497787,46.92497826,28.94997883,61.14997864,37.42497921,4,3/30/2068,4/5/2068,2068,0,Dry,2060s,23,23,23,23,23,23,23,23,23,23,23,23
